X, dfid, pancake16, "0 4 3 2 1 5 6 7 11 10 9 8 12 13 14 15 ", 2, 476.000000, 0.000026, 1.83077e+07
X, dfid, pancake16, "9 8 6 1 2 4 5 10 14 13 12 11 7 3 0 15 ", 8, 136031488.000000, 7.495040, 1.81495e+07
X, dfid, pancake16, "14 6 7 10 9 2 8 4 5 3 1 13 12 11 0 15 ", 8, 406407815.000000, 21.163290, 1.92034e+07
X, dfid, pancake16, "10 1 12 3 7 13 6 2 8 14 11 9 0 5 4 15 ", na, na, na, na
X, dfid, pancake16, "11 3 5 2 12 0 8 9 7 6 14 4 1 10 13 15 ", na, na, na, na
X, dfid, pancake16, "8 5 9 14 12 13 6 7 11 10 1 3 4 2 0 15 ", na, na, na, na
X, dfid, pancake16, "0 13 6 7 5 10 11 1 9 12 8 3 4 14 2 15 ", na, na, na, na
X, dfid, pancake16, "14 6 12 1 10 0 9 2 5 8 13 7 4 11 3 15 ", na, na, na, na
X, dfid, pancake16, "0 10 5 6 11 7 8 9 12 1 2 14 13 4 3 15 ", na, na, na, na
X, dfid, pancake16, "0 1 2 9 5 4 3 10 6 7 13 12 11 8 14 15 ", 4, 64899.000000, 0.002897, 2.24021e+07
X, dfid, pancake16, "3 7 6 1 2 0 9 8 5 12 11 10 4 13 14 15 ", 6, 2656049.000000, 0.138590, 1.91648e+07
X, dfid, pancake16, "3 1 6 5 2 0 9 8 7 4 10 14 13 12 11 15 ", 6, 2477060.000000, 0.137016, 1.80786e+07
X, dfid, pancake16, "10 11 12 5 14 2 1 0 6 7 3 9 13 4 8 15 ", 8, 126569758.000000, 4.918833, 2.57317e+07
X, dfid, pancake16, "8 3 7 4 5 6 9 10 11 1 14 13 12 0 2 15 ", 8, 525558941.000000, 21.283140, 2.46937e+07
X, dfid, pancake16, "0 7 5 11 6 14 4 2 10 13 1 9 3 8 12 15 ", na, na, na, na
X, dfid, pancake16, "13 14 7 2 3 4 6 5 11 10 0 1 12 8 9 15 ", na, na, na, na
X, dfid, pancake16, "5 4 9 12 8 1 2 3 6 14 11 7 13 0 10 15 ", na, na, na, na
X, dfid, pancake16, "13 8 2 10 14 4 6 0 9 1 12 11 5 7 3 15 ", na, na, na, na
X, dfid, pancake16, "0 12 13 14 4 3 2 1 8 7 6 5 9 10 11 15 ", 4, 21707.000000, 0.001180, 1.83958e+07
X, dfid, pancake16, "0 1 2 3 7 6 5 9 10 11 4 14 13 12 8 15 ", 4, 98352.000000, 0.005440, 1.80794e+07
X, dfid, pancake16, "0 4 3 6 7 2 1 5 8 9 10 14 13 12 11 15 ", 4, 70452.000000, 0.003842, 1.83373e+07
X, dfid, pancake16, "3 2 1 0 12 5 6 7 11 10 4 8 9 13 14 15 ", 6, 1484033.000000, 0.076970, 1.92807e+07
X, dfid, pancake16, "10 11 12 14 4 5 1 13 7 6 2 3 8 9 0 15 ", 6, 5106786.000000, 0.277336, 1.84137e+07
X, dfid, pancake16, "1 3 7 6 8 5 4 2 9 0 12 14 13 11 10 15 ", 8, 310191954.000000, 14.654423, 2.11671e+07
X, dfid, pancake16, "14 2 7 11 6 9 1 10 5 4 13 0 8 12 3 15 ", na, na, na, na
X, dfid, pancake16, "11 1 14 8 3 0 2 5 6 9 13 4 7 12 10 15 ", na, na, na, na
X, dfid, pancake16, "8 0 13 3 9 11 2 1 5 10 12 14 6 7 4 15 ", na, na, na, na
X, dfid, pancake16, "3 5 4 12 10 8 9 11 13 1 14 0 7 2 6 15 ", na, na, na, na
X, dfid, pancake16, "0 1 5 4 3 11 7 6 2 10 13 12 8 9 14 15 ", 4, 79826.000000, 0.003200, 2.49456e+07
X, dfid, pancake16, "14 2 3 4 7 11 10 5 6 9 8 12 13 1 0 15 ", 4, 72363.000000, 0.003432, 2.10848e+07
X, dfid, pancake16, "5 6 8 7 3 2 9 10 11 12 13 14 4 1 0 15 ", 4, 54401.000000, 0.002999, 1.81397e+07
X, dfid, pancake16, "3 4 12 11 6 5 8 7 10 9 13 14 2 1 0 15 ", 4, 47047.000000, 0.002564, 1.83491e+07
X, dfid, pancake16, "3 2 1 0 8 9 13 12 4 5 6 7 11 10 14 15 ", 6, 1622428.000000, 0.065264, 2.48595e+07
X, dfid, pancake16, "2 1 5 6 9 13 12 7 14 10 11 8 3 4 0 15 ", 6, 5096335.000000, 0.280952, 1.81395e+07
X, dfid, pancake16, "14 13 4 5 1 2 8 9 3 6 7 0 12 11 10 15 ", 6, 6765812.000000, 0.369500, 1.83107e+07
X, dfid, pancake16, "7 12 4 3 6 5 13 9 2 14 8 11 1 10 0 15 ", 8, 87654508.000000, 4.819459, 1.81876e+07
X, dfid, pancake16, "8 5 12 11 9 10 13 0 1 3 7 6 2 4 14 15 ", 8, 238904751.000000, 9.167396, 2.60603e+07
X, dfid, pancake16, "1 2 12 7 6 8 4 14 13 11 0 9 5 10 3 15 ", na, na, na, na
X, dfid, pancake16, "0 8 14 4 3 6 11 10 2 12 5 1 13 9 7 15 ", na, na, na, na
X, dfid, pancake16, "14 13 5 1 0 3 2 9 8 7 6 10 11 12 4 15 ", 4, 103439.000000, 0.003863, 2.67769e+07
X, dfid, pancake16, "0 3 14 11 12 2 1 13 4 5 6 7 8 9 10 15 ", 4, 34815.000000, 0.001458, 2.38786e+07
X, dfid, pancake16, "0 4 5 1 2 3 6 13 9 8 7 12 11 10 14 15 ", 4, 44260.000000, 0.002171, 2.03869e+07
X, dfid, pancake16, "3 4 9 13 6 5 8 7 12 11 10 14 2 1 0 15 ", 4, 47155.000000, 0.003258, 1.44736e+07
X, dfid, pancake16, "0 4 3 2 1 5 9 8 7 6 10 11 12 13 14 15 ", 2, 451.000000, 0.000055, 8.20000e+06
X, dfid, pancake16, "0 1 2 3 4 8 7 6 5 12 11 10 9 13 14 15 ", 2, 1114.000000, 0.000061, 1.82623e+07
X, dfid, pancake16, "3 4 5 9 8 7 12 11 10 6 13 0 1 2 14 15 ", 4, 89913.000000, 0.004139, 2.17234e+07
X, dfid, pancake16, "0 1 2 6 7 3 4 5 10 11 12 8 9 13 14 15 ", 4, 71217.000000, 0.003892, 1.82983e+07
X, dfid, pancake16, "3 2 1 0 4 11 9 5 8 10 7 13 12 6 14 15 ", 8, 106107466.000000, 4.133001, 2.56732e+07
X, dfid, pancake16, "9 8 14 0 1 5 4 10 6 7 11 3 2 12 13 15 ", 8, 510634093.000000, 23.707942, 2.15385e+07
X, dfid, pancake16, "6 7 5 2 14 10 9 12 0 1 13 3 8 11 4 15 ", na, na, na, na
X, dfid, pancake16, "7 5 13 12 2 8 11 1 6 9 10 14 0 3 4 15 ", na, na, na, na
X, dfid, pancake16, "11 3 13 1 6 4 5 12 9 0 7 10 14 8 2 15 ", na, na, na, na
X, dfid, pancake16, "1 0 4 5 9 11 10 8 13 2 6 7 3 14 12 15 ", na, na, na, na
X, dfid, pancake16, "14 1 0 13 4 3 2 10 11 12 9 8 7 5 6 15 ", na, na, na, na
X, dfid, pancake16, "3 0 7 6 2 1 5 4 8 9 10 11 12 13 14 15 ", 4, 30642.000000, 0.001150, 2.66452e+07
X, dfid, pancake16, "0 10 3 2 1 6 5 4 7 8 9 12 11 13 14 15 ", 6, 2369779.000000, 0.130861, 1.81091e+07
X, dfid, pancake16, "2 3 4 7 8 12 5 6 11 10 9 14 13 1 0 15 ", 6, 4079289.000000, 0.229422, 1.77807e+07
X, dfid, pancake16, "3 4 7 14 10 9 8 13 12 11 2 6 5 0 1 15 ", 6, 4251476.000000, 0.232550, 1.82820e+07
X, dfid, pancake16, "4 5 8 9 10 11 12 2 1 0 13 14 3 7 6 15 ", 6, 6879483.000000, 0.339327, 2.02739e+07
X, dfid, pancake16, "2 9 3 7 1 10 11 4 8 5 14 13 12 6 0 15 ", 8, 157909267.000000, 8.399434, 1.88000e+07
X, dfid, pancake16, "1 11 2 12 10 6 14 4 8 9 0 3 13 5 7 15 ", na, na, na, na
X, dfid, pancake16, "8 3 5 12 11 7 10 6 2 4 1 14 13 9 0 15 ", na, na, na, na
X, dfid, pancake16, "14 12 10 13 7 8 9 11 0 2 1 6 3 4 5 15 ", na, na, na, na
X, dfid, pancake16, "0 1 2 6 5 4 3 7 8 9 10 14 13 12 11 15 ", 2, 842.000000, 0.000054, 1.55926e+07
X, dfid, pancake16, "14 8 9 0 3 4 5 1 2 6 7 11 12 13 10 15 ", 6, 4948566.000000, 0.271513, 1.82259e+07
X, dfid, pancake16, "0 5 10 14 13 4 3 11 7 12 8 9 6 1 2 15 ", 8, 153303321.000000, 6.835339, 2.24280e+07
X, dfid, pancake16, "11 2 13 4 3 9 8 12 0 5 6 7 10 1 14 15 ", 8, 368252503.000000, 19.978315, 1.84326e+07
X, dfid, pancake16, "8 9 5 4 3 13 14 12 0 1 7 11 2 6 10 15 ", na, na, na, na
X, dfid, pancake16, "0 6 11 13 7 1 12 3 4 5 9 14 2 8 10 15 ", na, na, na, na
X, dfid, pancake16, "11 12 0 14 1 2 10 7 4 3 9 6 5 8 13 15 ", na, na, na, na
X, dfid, pancake16, "7 14 8 1 12 0 3 6 11 13 4 5 2 10 9 15 ", na, na, na, na
X, dfid, pancake16, "13 1 9 10 12 2 6 11 7 8 5 3 14 4 0 15 ", na, na, na, na
X, dfid, pancake16, "14 13 12 0 1 2 3 4 5 9 8 7 6 10 11 15 ", 2, 1547.000000, 0.000058, 2.66724e+07
X, dfid, pancake16, "0 1 2 3 4 8 5 9 10 7 6 14 13 12 11 15 ", 4, 92782.000000, 0.005102, 1.81854e+07
X, dfid, pancake16, "14 13 1 6 5 2 3 7 4 8 9 10 11 12 0 15 ", 4, 70926.000000, 0.003847, 1.84367e+07
X, dfid, pancake16, "3 4 6 5 7 8 11 10 9 12 13 14 2 1 0 15 ", 6, 3198374.000000, 0.174033, 1.83780e+07
X, dfid, pancake16, "3 12 13 14 4 0 5 2 1 7 10 9 8 6 11 15 ", 8, 123084111.000000, 5.389366, 2.28383e+07
X, dfid, pancake16, "4 5 1 11 7 6 2 10 3 13 8 9 0 12 14 15 ", 8, 292394911.000000, 14.615989, 2.00051e+07
X, dfid, pancake16, "2 9 5 4 11 10 0 12 7 6 1 13 3 8 14 15 ", 8, 417512352.000000, 17.996713, 2.31994e+07
X, dfid, pancake16, "12 2 11 5 6 1 14 13 10 4 3 9 8 7 0 15 ", na, na, na, na
X, dfid, pancake16, "7 11 5 2 0 4 8 3 1 6 10 14 12 13 9 15 ", na, na, na, na
X, dfid, pancake16, "0 13 9 5 12 2 3 4 1 8 10 11 6 7 14 15 ", na, na, na, na
X, dfid, pancake16, "0 4 3 2 1 5 6 7 11 10 9 8 12 13 14 15 ", 2, 476, 0.000057, 8.35088e+06
X, dfid, pancake16, "9 8 6 1 2 4 5 10 14 13 12 11 7 3 0 15 ", 8, 135936543, 5.601731, 2.42669e+07
X, dfid, pancake16, "14 6 7 10 9 2 8 4 5 3 1 13 12 11 0 15 ", 8, 406125550, 16.062083, 2.52847e+07
X, dfid, pancake16, "10 1 12 3 7 13 6 2 8 14 11 9 0 5 4 15 ", na, na, na, na
X, dfid, pancake16, "11 3 5 2 12 0 8 9 7 6 14 4 1 10 13 15 ", na, na, na, na
X, dfid, pancake16, "8 5 9 14 12 13 6 7 11 10 1 3 4 2 0 15 ", na, na, na, na
X, dfid, pancake16, "0 13 6 7 5 10 11 1 9 12 8 3 4 14 2 15 ", na, na, na, na
X, dfid, pancake16, "14 6 12 1 10 0 9 2 5 8 13 7 4 11 3 15 ", na, na, na, na
X, dfid, pancake16, "0 10 5 6 11 7 8 9 12 1 2 14 13 4 3 15 ", na, na, na, na
